"Year","Year_num","Location","Parameter","Time","Group","Manip1","Manip2","Metric","Value"
2000-01-01,2000,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0112306232204999
2001-01-01,2001,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0168547224858519
2002-01-01,2002,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0258005553798025
2003-01-01,2003,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.00344476080002808
2004-01-01,2004,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0409328974656403
2005-01-01,2005,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.0555731308657598
2006-01-01,2006,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.0897571092129776
2007-01-01,2007,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.0576645927800625
2008-01-01,2008,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.171394425111603
2009-01-01,2009,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.275211782487961
2010-01-01,2010,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.340609511757883
2011-01-01,2011,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.337129600337446
2012-01-01,2012,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.401226756652255
2013-01-01,2013,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.581584589968013
2014-01-01,2014,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.598509613694682
2015-01-01,2015,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.512724524587859
2016-01-01,2016,"Colombia","CO2",1990,"0 2 0 0 0","Growth","Absolute","Growth_CO2_90s",0.771608843896095
1990-01-01,1990,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.105217951470904
1992-01-01,1992,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.185956624436332
1993-01-01,1993,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.238350869658579
1994-01-01,1994,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.290745114880825
1995-01-01,1995,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.26304487867726
1996-01-01,1996,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.33841528881254
1997-01-01,1997,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.357311573974662
1998-01-01,1998,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.420442344857204
1999-01-01,1999,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.477775391883187
2000-01-01,2000,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.534464247369551
2001-01-01,2001,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.50762293321881
2002-01-01,2002,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.548421730727937
2003-01-01,2003,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.633240283444277
2004-01-01,2004,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.68370195404767
2005-01-01,2005,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.724500751556796
2006-01-01,2006,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.765729010092334
2007-01-01,2007,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.833583852265407
2008-01-01,2008,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.869658578484003
2009-01-01,2009,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.815331758642903
2010-01-01,2010,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.73695512132274
2011-01-01,2011,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.666094051964784
2012-01-01,2012,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.553575263044879
2013-01-01,2013,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.407343783551643
2014-01-01,2014,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.489156109083101
2015-01-01,2015,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.494524371913249
2016-01-01,2016,"Cyprus","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.582134421301267
1990-01-01,1990,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0932376799590753
1992-01-01,1992,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.11927236851721
1993-01-01,1993,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.155702662541716
1994-01-01,1994,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.193832062556332
1995-01-01,1995,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.198509171518355
1996-01-01,1996,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.178077269737643
1997-01-01,1997,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.203837908942535
1998-01-01,1998,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.236815181116173
1999-01-01,1999,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.289767606148449
2000-01-01,2000,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.226169886239069
2001-01-01,2001,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.226827604686853
2002-01-01,2002,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.245475140678668
2003-01-01,2003,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.224239360795109
2004-01-01,2004,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.219787581301308
2005-01-01,2005,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.23465932620399
2006-01-01,2006,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.229927407371319
2007-01-01,2007,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.218874083457163
2008-01-01,2008,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.251291076953058
2009-01-01,2009,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.298470195610338
2010-01-01,2010,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.284420598767387
2011-01-01,2011,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.299286253684441
2012-01-01,2012,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.324285644685879
2013-01-01,2013,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.351861099607805
2014-01-01,2014,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.366336995444691
2015-01-01,2015,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.361678156439551
2016-01-01,2016,"Czechia","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.350630922511023
1990-01-01,1990,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.198233525666163
1992-01-01,1992,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0897802177282318
1993-01-01,1993,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.131738651429425
1994-01-01,1994,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.207588743861222
1995-01-01,1995,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.149926241293672
1996-01-01,1996,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.397307340391761
1997-01-01,1997,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.221780292420593
1998-01-01,1998,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.142774447743357
1999-01-01,1999,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0945978750023342
2000-01-01,2000,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.013519317311822
2001-01-01,2001,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0431721845648237
2002-01-01,2002,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0368606800739455
2003-01-01,2003,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.131850689970683
2004-01-01,2004,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0282523854872744
2005-01-01,2005,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0384292196515601
2006-01-01,2006,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.109499000989674
2007-01-01,2007,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0203536683285718
2008-01-01,2008,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0435083001885982
2009-01-01,2009,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0883610628722947
2010-01-01,2010,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0821802700128844
2011-01-01,2011,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.174705432001942
2012-01-01,2012,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.256362855488955
2013-01-01,2013,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.220771945549269
2014-01-01,2014,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.299254943700633
2015-01-01,2015,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.343062013332586
2016-01-01,2016,"Denmark","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.309301066233451
1990-01-01,1990,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.0182282172803498
1992-01-01,1992,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.334305504921619
1993-01-01,1993,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.4635435654393
1994-01-01,1994,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",-0.177360554137805
1995-01-01,1995,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.37914691943128
1996-01-01,1996,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.459776400534694
1997-01-01,1997,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.106148985295905
1998-01-01,1998,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.3558755620367
1999-01-01,1999,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.298152873982258
2000-01-01,2000,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.249422773119456
2001-01-01,2001,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.393790253979828
2002-01-01,2002,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.504010207801677
2003-01-01,2003,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.625227852716005
2004-01-01,2004,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.749058208773849
2005-01-01,2005,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.820998906306963
2006-01-01,2006,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.755681127719043
2007-01-01,2007,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.04672499696196
2008-01-01,2008,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.796876898772634
2009-01-01,2009,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",0.974905820877385
2010-01-01,2010,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.11599222262729
2011-01-01,2011,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.27232956616843
2012-01-01,2012,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.25744318872281
2013-01-01,2013,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.39166362863045
2014-01-01,2014,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.62534937416454
2015-01-01,2015,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.46931583424474
2016-01-01,2016,"Ecuador","CO2",1990,"0 0 0 0 0","Growth","Absolute","Growth_CO2_90s",1.40035241220075
1990-01-01,1990,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.0275994097236072
1992-01-01,1992,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.0627501030324785
1993-01-01,1993,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.226791103311663
1994-01-01,1994,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.12413087118946
1995-01-01,1995,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.261489783166487
1996-01-01,1996,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.24394102553876
1997-01-01,1997,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.429319719751659
1998-01-01,1998,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.614818064584746
1999-01-01,1999,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.655127029075101
2000-01-01,2000,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.865858360254723
2001-01-01,2001,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.652414948350816
2002-01-01,2002,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.672197184222072
2003-01-01,2003,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.94714101490315
2004-01-01,2004,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",0.982796899719486
2005-01-01,2005,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.19415307302676
2006-01-01,2006,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.34010024063069
2007-01-01,2007,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.47151650513833
2008-01-01,2008,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.59621904040203
2009-01-01,2009,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.69493080205799
2010-01-01,2010,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.64305561094936
2011-01-01,2011,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.80563421475957
2012-01-01,2012,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.79656735665191
2013-01-01,2013,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.75020938858533
2014-01-01,2014,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.95061088288863
2015-01-01,2015,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",1.91553995665989
2016-01-01,2016,"Egypt","CO2",1990,"0 0 3 0 0","Growth","Absolute","Growth_CO2_90s",2.10448158045175
1990-01-01,1990,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0305764235062839
1992-01-01,1992,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0471459664396546
1993-01-01,1993,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0108649863090641
1994-01-01,1994,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0832689742329565
1995-01-01,1995,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0205890612932669
1996-01-01,1996,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.12444709681949
1997-01-01,1997,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.100944323527347
1998-01-01,1998,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0421435090921856
1999-01-01,1999,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0337534227339746
2000-01-01,2000,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0011584638067822
2001-01-01,2001,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0976620094081303
2002-01-01,2002,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.141964473776592
2003-01-01,2003,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.275328231411922
2004-01-01,2004,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.210436705750193
2005-01-01,2005,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.00124622621638696
2006-01-01,2006,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.200308923681809
2007-01-01,2007,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.171803693042196
2008-01-01,2008,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.0287509653865056
2009-01-01,2009,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0183950010531489
2010-01-01,2010,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",0.125096538650565
2011-01-01,2011,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.00537105946780883
2012-01-01,2012,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.100926771045426
2013-01-01,2013,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.0916415081092467
2014-01-01,2014,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.163729551358562
2015-01-01,2015,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.225689812539493
2016-01-01,2016,"Finland","CO2",1990,"0 2 0 4 0","Growth","Absolute","Growth_CO2_90s",-0.171031383837675
1990-01-01,1990,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0636386081205437
1992-01-01,1992,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0367247489295057
1993-01-01,1993,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0149881665806281
1994-01-01,1994,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0253576834928164
1995-01-01,1995,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.00879588411478788
1996-01-01,1996,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0304601441956392
1997-01-01,1997,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0129781063037585
1998-01-01,1998,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.061054957442086
1999-01-01,1999,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0516780013117763
2000-01-01,2000,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0381138352498735
2001-01-01,2001,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0495407535980329
2002-01-01,2002,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0370464583286574
2003-01-01,2003,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0540122648591088
2004-01-01,2004,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0564811974572487
2005-01-01,2005,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.064331904345072
2006-01-01,2006,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0374604409663253
2007-01-01,2007,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0.0105016920916847
2008-01-01,2008,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.00812503273206091
2009-01-01,2009,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0483412014973204
2010-01-01,2010,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0289214255965963
2011-01-01,2011,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0959616741856886
2012-01-01,2012,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.092707172124504
2013-01-01,2013,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0876645643331512
2014-01-01,2014,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.16724150400391
2015-01-01,2015,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.155822067269685
2016-01-01,2016,"France","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.149525042208772
1990-01-01,1990,"Germany","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",0
1991-01-01,1991,"Germany","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0362512816565606
1992-01-01,1992,"Germany","CO2",1990,"0 2 0 0 5","Growth","Absolute","Growth_CO2_90s",-0.0821581053433794
